Query#	Type	Level	Category	Query	Expected Json Result	Actual Json Result(Exclude U-Translator Domain)	JsonP/F	Expected String Result	Actual String Result	StringP/F	QueryID	TimeSpent	AudioFile	Dominio
2528	1	L3-survey	media player	retrasa la canción veinte segundos	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:20	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:20	PASS	1ee4cd4c-6794-2627-fa22-02d24d551d8d	1.0971	-	MPC
2529	1	L3-survey	media player	retrocede 20 segundos en esta canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:20	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:20	PASS	15b7778a-1d22-bc28-8683-d6f485237c58	0.9105	-	MPC
2530	1	L3-survey	media player	salta a la próxima canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	f54de8dc-7343-e827-5cb6-43efef05b848	0.8479	-	MPC
2531	1	L3-survey	media player	salta a la siguiente	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	b240dd1f-711c-8fc8-7466-17cde3821e44	0.881	-	MPC
2532	1	L3-survey	media player	salta canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	22b25581-cf41-5192-52d1-32dba84f0415	1.002	-	MPC
2533	1	L3-survey	media player	salta cuatro canciones hacia delante	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":3.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":3}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:3	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:3	PASS	b87f2942-b211-616e-a133-e6b640e75241	1.1547	-	MPC
2534	1	L3-survey	media player	saltar canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	36c45ca5-1d63-76f1-1e36-14fb07759005	0.6856	-	MPC
2535	1	L3-survey	media player	salta las siguientes 2 canciones	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":1.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":1}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:1	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:1	PASS	e2bf8981-f20e-b2ca-19ea-47e4e5fbcb1b	0.9216	-	MPC
2536	1	L3-survey	media player	saltate dos canciones	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":1.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":1}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:1	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:1	PASS	ea238a0b-7c03-41ac-49cf-932d6c53afc4	0.9532	-	MPC
2537	1	L3-survey	media player	saltate esa canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	cb4fe32d-1681-b527-9ca9-96b29992788d	0.8047	-	MPC
2538	1	L3-survey	media player	sáltate esta canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	65fad390-93b0-0233-4850-5b6ff12ad63e	0.8793	-	MPC
2539	1	L3-survey	media player	sigue con la música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	bc6e11fd-63a1-e3b6-2f84-8bac186a227e	0.9074	-	MPC
2540	1	L3-survey	media player	sigue tocando la canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	d4145349-0249-2f34-3c67-6a1cadb82eae	0.8644	-	MPC
2542	1	L3-survey	media player	terminar canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	PASS	1cdfba95-5405-d6d2-08ed-72c5ee0d28a7	0.6637	-	MPC
2543	1	L3-survey	media player	toca el track 4	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK","PlayNumberedTrackTrackNumber":4.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK","PlayNumberedTrackTrackNumber":4}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK -> PlayNumberedTrackTrackNumber:4	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK -> PlayNumberedTrackTrackNumber:4	PASS	b10acf3e-0d2c-a356-9cbc-a6b820af6959	1.1069	-	MPC
2545	1	L3-survey	media player	ve a la anterior canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":-1.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":-1}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	PASS	7d71b968-0c9b-aef2-a295-86a23a981b4e	2.0256	-	MPC
2546	1	L3-survey	media player	ve a la pista anterior	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":-1.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":-1}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	PASS	5f7e2835-e647-6645-f6ae-051a34810e4f	2.629	-	MPC
2547	1	L3-survey	media player	ve a la próxima pista	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	4a3d87b2-f149-9a13-5248-f1132909c398	4.0583	-	MPC
2548	1	L3-survey	media player	volvé al principio	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SEEK"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SEEK"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SEEK -> SeekOffsetPercentage:0.0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SEEK -> SeekOffsetPercentage:0.0	PASS	36859b5d-b7f5-e5a0-c815-c33b98626c43	0.857	-	MPC
2549	1	L3-survey	media player	volver a poner la misma canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SEEK"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SEEK"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SEEK -> SeekOffsetPercentage:0.0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SEEK -> SeekOffsetPercentage:0.0	PASS	2a173c0a-f14f-5aa1-d556-2304acc3b13c	0.6716	-	MPC
2601	1	L3-survey	media player	continúa con música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	36a50f26-bb1b-3827-b3bc-5554fe7c05d3	0.794	-	MPC
2715	1	L3-survey	media source	reproduce la música de aux	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	8b1186d5-901d-e7a8-7053-08e7c81917a6	1.7978	-	MPC
